url,slug,ten_san_pham,gia_ban_vnd,gia_goc_vnd,tinh_trang,danh_muc,ngay_cap_nhat,ghi_chu
https://j86store.com/product/vien-uong-bo-sung-canxi-dhc-60-ngay/,vien-uong-bo-sung-canxi-dhc-60-ngay,Viên Uống Bổ Sung Canxi DHC 60 Ngày,300000,,còn 20 hàng,THỰC PHẨM CHỨC NĂNG ( FUNCTIONAL FOODS ),2023-04-12,
https://j86store.com/product/kem-duong-mat-sana-3in1/,kem-duong-mat-sana-3in1,Kem Dưỡng Mắt Sana 3in1,250000,,,MẮT ( EYES ),2023-10-09,
https://j86store.com/product/vien-uong-tri-dau-co-kurema/,vien-uong-tri-dau-co-kurema,Viên Uống Trị Đau Cơ Kurema,600000,,còn 20 hàng,THỰC PHẨM CHỨC NĂNG ( FUNCTIONAL FOODS ),2024-08-01,
https://j86store.com/product/xit-chong-nang-skin-aqua/,xit-chong-nang-skin-aqua,Xịt Chống Nắng Skin Aqua,270000,,,CHỐNG NẮNG ( UV ),2023-09-23,
https://j86store.com/product/skin-aqua-tone-up-kem-chong-nang-80g-danh-cho-da-nhay-cam/,skin-aqua-tone-up-kem-chong-nang-80g-danh-cho-da-nhay-cam,Skin Aqua Tone Up Kem Chống Nắng 80g (Dành cho da nhạy cảm),220000,,còn 20 hàng,CHỐNG NẮNG ( UV ),2023-06-03,
https://j86store.com/product/gel-tay-te-bao-chet-rosette-xanh-nhat-ban/,gel-tay-te-bao-chet-rosette-xanh-nhat-ban,Gel tẩy tế bào chết Rosette xanh Nhật Bản,225000,,còn 20 hàng,TÂY TẾ BÀO CHẾT ( EXFOLIATE DEAD SKIN ),2024-03-27,
https://j86store.com/product/gel-tay-te-bao-chet-rosette-hong-nhat-ban/,gel-tay-te-bao-chet-rosette-hong-nhat-ban,Gel tẩy tế bào chết Rosette Hồng Nhật Bản ,225000,,còn 20 hàng,TÂY TẾ BÀO CHẾT ( EXFOLIATE DEAD SKIN ),2023-07-18,
https://j86store.com/product/gel-tay-te-bao-chet-cure-natural-aqua-nhat-ban/,gel-tay-te-bao-chet-cure-natural-aqua-nhat-ban,Gel Tẩy Tế Bào Chết Cure Natural Aqua Nhật Bản,495000,,còn 20 hàng,TÂY TẾ BÀO CHẾT ( EXFOLIATE DEAD SKIN ),2025-12-24,
https://j86store.com/product/tay-te-bao-chet-detclear-bright-and-peel-nhat-ban-180ml/,tay-te-bao-chet-detclear-bright-and-peel-nhat-ban-180ml,Tẩy tế bào chết Detclear Bright And Peel Nhật Bản 180ml,280000,,còn 20 hàng,TÂY TẾ BÀO CHẾT ( EXFOLIATE DEAD SKIN ),2023-07-18,
https://j86store.com/product/tra-oi-orihiro-nhat-ban-60-goi-giam-can-thanh-loc-co-the/,tra-oi-orihiro-nhat-ban-60-goi-giam-can-thanh-loc-co-the,Trà Ổi Orihiro Nhật Bản 60 Gói Giảm Cân Thanh Lọc Cơ Thể,210000,,còn 18 hàng,GIẢM CÂN ( DIET ),2024-08-01,
https://j86store.com/product/tao-vang-ex-2000-vien/,tao-vang-ex-2000-vien,TẢO VÀNG EX 2000 Viên,1700000,,còn 20 hàng,THỰC PHẨM CHỨC NĂNG ( FUNCTIONAL FOODS ),2023-10-09,
https://j86store.com/product/thuoc-xit-xoang-nazal-nhat-ban-30ml/,thuoc-xit-xoang-nazal-nhat-ban-30ml,THUỐC XỊT XOANG NAZAL NHẬT BẢN 30ml,225000,,còn 18 hàng,TỦ THUỐC GIA ĐÌNH ( FAMILY MEDICINE ),2024-08-13,
https://j86store.com/product/vien-uong-bo-mat-noguchi-lutein-ex-hop-60/,vien-uong-bo-mat-noguchi-lutein-ex-hop-60,Viên Uống Bổ Mắt Noguchi Lutein EX Hộp 60,390000,,còn 18 hàng,MẮT ( EYES ) | THỰC PHẨM CHỨC NĂNG ( FUNCTIONAL FOODS ),2025-12-24,
https://j86store.com/product/canxi-huu-co-nhat-ban-dear-natura/,canxi-huu-co-nhat-ban-dear-natura,Canxi Hữu Cơ Nhật Bản Dear-Natura,265000,,còn 18 hàng,THỰC PHẨM CHỨC NĂNG ( FUNCTIONAL FOODS ),2024-08-13,
https://j86store.com/product/gel-dac-tri-hoi-nach-kobayashi/,gel-dac-tri-hoi-nach-kobayashi,GEL ĐẶC TRỊ HÔI NÁCH KOBAYASHI,210000,,còn 18 hàng,GỐC CHỊ EM CHÚNG MÌNH ( WOMEN ) | SẢN PHẨM DÀNH CHO NAM ( MEN ),2024-08-13,
https://j86store.com/product/thuoc-tri-dau-da-day-kowa/,thuoc-tri-dau-da-day-kowa,THUỐC TRỊ ĐAU DẠ DÀY KOWA,490000,,còn 18 hàng,THỰC PHẨM CHỨC NĂNG ( FUNCTIONAL FOODS ) | TỦ THUỐC GIA ĐÌNH ( FAMILY MEDICINE ),2024-08-13,
https://j86store.com/product/nuoc-nghe-giai-ruou-bo-gan-dep-da-turmeric-drink/,nuoc-nghe-giai-ruou-bo-gan-dep-da-turmeric-drink,NƯỚC NGHỆ GIẢI RƯỢU-BỔ GAN-ĐẸP DA TURMERIC DRINK,220000,,còn 18 hàng,THỰC PHẨM CHỨC NĂNG ( FUNCTIONAL FOODS ) | TỦ THUỐC GIA ĐÌNH ( FAMILY MEDICINE ),2024-08-25,
https://j86store.com/product/tinh-chat-tri-nam-sang-da-transino-whitening-essence-ex-ii-50g/,tinh-chat-tri-nam-sang-da-transino-whitening-essence-ex-ii-50g,Tinh Chất Trị Nám – Sáng Da – Transino Whitening Essence Ex II  50g,1090000,,còn 18 hàng,KEM DƯỠNG DÀNH CHO MẶT ( FACE CREAM ),2024-08-25,
https://j86store.com/product/kem-duong-trang-da-transino-whitening-repair-cream-ex/,kem-duong-trang-da-transino-whitening-repair-cream-ex,Kem Dưỡng Trắng Da Transino Whitening Repair Cream EX,890000,,còn 18 hàng,KEM DƯỠNG DÀNH CHO MẶT ( FACE CREAM ),2025-12-24,
